InnovationID,InnovationName,InnovationDescription,Category,Invention,Patents,CoInventor,Completed ,ConnectedWoman,Bundle
346,"2018 Black Girls Mathgic curriculum ","In 2018 Rhodes founded Black Girls Mathgic (BGM). BGM is a movement dedicated to increasing math confidence, awareness, enthusiasm, identity, fluency and persistence in children, with a focus on girls and black children. BGM’s flagship products are the Black Girl MATHgic Monthly Box and The MATHgic Prince Quarterly Box, the first and only subscription boxes designed to increase math confidence and decrease math anxiety in children on a 3rd-8th grade math level. ",Education - Mathematics,none,none,none,yes,346,undefined
347,Anthropology; Politics,Activist for African indepence from colonization  & end of racism; wrote 3 books-an autobiography of husband  Paul Robeson  a book about her experiences in Africa  and one co-written with Pearl S. Buck; 1941  co-founder of Council on African Affairs;,Social Justice,none,none,none,yes,347,undefined
348,Research into Hilbert's tenth problem (now known as Matiyasevich's theorem),"Robinson was noted for her contributions to the fields of computability theory and computational complexity theoryùmost notably in decision problems. Her work on Hilbert's tenth problem (now known as Matiyasevich's theorem or the MRDP theorem) played a crucial role in its ultimate resolution; 1950  J.R. Hypothesis named after her; made significant contributions to game theory ",Mathematics,none,none,none,yes,348,undefined
349,1970 - Founding member of Committee to End Sterilization Abuse in Puerto Rico,"* Rodriguez-Trias supported abolishment of forced sterilization & providing neonatal care to underserved women * Established the 1st center for newborn care in Puerto Rico, decreasing infant mortality by 50% within 3 years * Founded Latino Commission on AIDS * In 1979 helped write federal guidelines for sterilization, including need for patient consent & writing in language the patient can understand * Believed that social & economic inequality shaped health of individuals",Women's Health,none,none,none,yes,349,undefined
350,"Known as the ""Mother of Hubble"" for her foundational role in the planning","In 1971 while working at NASA, Roman set up the Science Steering Group for the Large Space Telescope, and appointed both NASA engineers and astronomers from all over the country to serve on it. Their express purpose was to design a free-floating space observatory that could meet the community's needs but would be feasible for NASA to implement.",Astronomy - Optics,none,none,none,yes,350,undefined
351,"One of the founders of Lockheed's Advanced Development Program, Skunk Works","In 1952, Ross helped found Lockheed's Advanced Development Program, known as Skunk Works. She was one of only forty people who worked on this project and was the only female on the team.[15] The work done by Ross and her team for the Skunk Works project was highly confidential, and even now, most of the specifics are still classified.[4] However, it is known that Ross's work on the Skunk Works project involved ""preliminary design concepts for interplanetary space travel, crewed and uncrewed earth-orbiting flights, the earliest studies of orbiting satellites for both defense and civilian purposes.""","Aerospace - Engineering ",none,none,none,yes,351,undefined
352,Industrial design; Automotive,Designed interiors for automobiles  ambulances & hearses; designed jewelry  silver flatware  fashion accessories  furniture  stained glass windows; holds 1 patent under H.A. Rother,Design  Automotive,Vehicle suspension,2621036,none,yes,352,undefined
353,Human Genetics; chromosomal translocation,Identified chromosomal translocation as the cause of leukemia and other cancers (1972)  proving cancer is a genetic disease & chromosome abnormalities were important; developed the use of existing methods of quinacrine fluorescence & Giemsa staining to identify chromosomes; instrumental in the creation of Gleevec  a drug to treat leukemia; holds 3 patents,Medicine,Method for generation of longer CDNA fragments from sage tags for gene identification; Compositions & methods for detecting gene rearrangements & translocations,6916610;6121419;5487970,San Ming Wang; Jian-jun Chen; Manuel O. Diaz,yes,353,undefined
354,"1954 - Experimental work in flavor chemistry, testing the effects of various feeds on the taste of meat.","* Royal investigated flavor chemistry * Examined the use of additive salts on flavor of meats. ",Biochemistry,none,none,none,yes,354,Chemistry; Food Sciences
355,"Anthropology ",specialized in the anthropology of the Caribbean; 1955 founded the Research Institute for the Study of Man (RISM) to field train students  support Caribbean based scholars & perform multidisciplinary research in the  English-speaking Caribbean; studied aging & longevity,Social Sciences,none,none,none,yes,355,undefined
356,Discovery of dark matter haloes and the Rubin-Ford effect,"The Rubin–Ford effect, an apparent anisotropy in the expansion of the Universe on the scale of 100 million light years, was discovered through studies of spiral galaxies, particularly the Andromeda Galaxy. The idea of peculiar motion on this scale in the universe was a highly controversial proposition, which Rubin et al. first published in journals in 1976. It was dismissed by leading astronomers but ultimately shown to be valid. The effect is now known as large scale streaming.  Rubin moved on to study the rotation and outer reaches of galaxies. She investigated the rotation curves of spiral galaxies, again beginning with Andromeda, by looking at their outermost material. She observed flat rotation curves: the outermost components of the galaxy were moving as quickly as those close to the center. This was an early indication that spiral galaxies were surrounded by dark matter haloes. Her work here provided early evidence for the existence of dark matter.  ",Astronomy - Dark Matter,none,none,none,yes,356,undefined
357,1915 - New York's first female taxi driver,"*Russey was the first female New York City taxicab driver in 1915. *The New York Times headline proclaimed, “New York’s First Feminine Chauffeur Starts Business on New Year’s Day.”  *Her first passengers took a short ride down the famous New York City thoroughfare and gave her a big tip. * Russey always wore a leopard skin hat & jacket when she drove.",Automotive - Taxi Driver,none,none,none,yes,357,Transportation
